trajectory_id,pickup_venueCategory,pickup_name,pickup_category,dropoff_venueCategory,dropoff_name,dropoff_category,passenger_count,pickup_hour,dropoff_hour,pickup_week
186,Electronics Store,Yodobashi-Kichijoji (ヨドバシカメラ マルチメディア吉祥寺),Home Appliance Store,Food & Drink Shop,Olympic (オリンピック 高井戸店),Grocery Store,1,6,7,Sunday
187,Sushi Restaurant,回転すし美登利高井戸店,Sushi Restaurant,Japanese Restaurant,すき家 高井戸店,Diner,2,9,11,Sunday
188,Subway,Akasaka-mitsuke Station (赤坂見附駅),Metro Station,Ramen /  Noodle House,横浜家系ラーメン 銀家日吉店,Ramen Restaurant,3,12,13,Thursday
189,Subway,Akasaka Station (C06) (赤坂駅),Rail Station,Clothing Store,gol.,Clothing Store,3,8,8,Monday
190,Chinese Restaurant,MAY-FAN,Chinese Restaurant,Bar,Scuba,Night Club,2,11,12,Wednesday
191,Fried Chicken Joint,Torian (とりあん 幡ヶ谷店),Fried Chicken Joint,Bar,ずるずる処せじけん,Sake Bar,3,11,13,Sunday
192,Drugstore / Pharmacy,かちどき薬局落合店パート2,Drugstore,College Academic Building,早稲田大学喜久井町キャンパス,College and University,3,3,4,Tuesday
193,University,早稲田大学 55号館,University,Convenience Store,FamilyMart (ファミリーマート 新宿弁天町店),Convenience Store,1,0,1,Wednesday
194,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原2号店),Arcade,Hobby Shop,GANKING 秋葉原店,Hobby Store,3,5,5,Monday
195,Arcade,Taito Station (タイトーステーション 新宿南口ゲームワールド店),Arcade,Bar,vivo daily stand 中野本店,Bar,3,15,16,Tuesday
196,Restaurant,VIE DE FRANCE DINING 秋葉原店,Restaurant,Toy / Game Store,フィギュアR,Toy Store,2,3,5,Tuesday
197,Food & Drink Shop,サミット 久我山店,Grocery Store,Electronics Store,Yodobashi-Kichijoji (ヨドバシカメラ マルチメディア吉祥寺),Home Appliance Store,2,10,11,Friday
198,Mall,Tokyo Midtown (東京ミッドタウン),Retail,Road,,,4,9,10,Thursday
199,Miscellaneous Shop,Loft (渋谷ロフト),Retail,Department Store,アヴィレックス マルイシティ渋谷店 - AVIREX,Department Store,1,9,10,Friday
200,Mall,EXITMELSA,Department Store,Bar,HUB,Pub,3,6,8,Sunday
201,Bookstore,COMIC ZIN,Comic Book Store,Fast Food Restaurant,MOS Burger (モスバーガー),Burger Joint,3,7,7,Friday
202,Government Building,RG 1/1 RX-78-2 Gundam Ver. GFT (RG1/1 RX-78-2 ガンダム Ver.GFT),Monument,Mall,DiverCity Tokyo Plaza (ダイバーシティ東京 プラザ),Shopping Mall,4,6,8,Sunday
203,Park,Imperial Palace Plaza (皇居前広場),Plaza,Bridge,Eitai Bridge (永代橋),Bridge,3,4,5,Sunday
204,Spanish Restaurant,Tsukishima Spain Club (月島スペインクラブ),Yoshoku Restaurant,Subway,Yurakucho Line Tsukishima Station (Y21) (有楽町線 月島駅),Metro Station,1,4,5,Sunday
205,Ramen /  Noodle House,そば処 めとろ庵大手町店,Noodle Restaurant,Subway,Akasaka Station (C06) (赤坂駅),Rail Station,4,3,4,Tuesday
206,Airport,Terminal 1 (第1ターミナル),Airport Terminal,Train Station,Chitose-Funabashi Station (OH12) (千歳船橋駅),Rail Station,1,3,4,Sunday
207,Arcade,Taito Station (タイトーステーション 新宿南口ゲームワールド店),Arcade,Ramen /  Noodle House,,,4,3,4,Monday
208,Train Station,Shin-Ōkubo Station (新大久保駅),Rail Station,Road,都庁北交差点,Travel and Transportation,4,10,11,Friday
209,Movie Theater,CINECITTA' (チネチッタ),Movie Theater,Road,日進町交差点,Travel and Transportation,2,14,15,Sunday
210,Steakhouse,Bikkuri Donkey (びっくりドンキー),Japanese Family Restaurant,Miscellaneous Shop,ドン・キホーテエッセンス関町店,Discount Store,1,10,12,Monday
211,Hobby Shop,K-BOOKS コスプレ館,Costume Store,Electronics Store,Yamada Denki LABI 1 (ヤマダデンキ LABI1 LIFE SELECT 池袋),Home Appliance Store,3,9,9,Monday
212,College Academic Building,Liberty Tower (リバティタワー),College Academic Building,Department Store,Parco (調布PARCO),Shopping Mall,3,8,9,Thursday
213,Bar,SHOT BAR American,Whisky Bar,Bar,SHOT BAR American,Whisky Bar,1,11,12,Sunday
214,Ramen /  Noodle House,Hidakaya (日高屋),Chinese Restaurant,Subway,Sumiyoshi Station (住吉駅),Metro Station,3,14,15,Monday
215,Food & Drink Shop,Ito Yokado (イトーヨーカドー 曳舟店),Grocery Store,Coffee Shop,Starbucks (スターバックス),Coffee Shop,3,9,10,Saturday
216,Office,Dentsu Inc. (電通),Advertising Agency,Electronics Store,Yamada Denki (ヤマダ電機 LABI新橋),Electronics Store,1,11,11,Friday
217,Bookstore,Maruzen (丸善),Unagi Restaurant,Bookstore,Maruzen (丸善),Unagi Restaurant,4,10,11,Tuesday
218,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Bookstore,買取販売市場 ムーラン AKIBA,Vintage and Thrift Store,1,11,12,Sunday
219,Arcade,Tokyo Leisure Land (東京レジャーランド 秋葉原店),Arcade,Bookstore,買取販売市場 ムーラン AKIBA,Vintage and Thrift Store,4,10,11,Monday
220,Indian Restaurant,CURRY TREK (カレートレック),Indian Restaurant,Coffee Shop,Tully's Coffee,Coffee Shop,3,5,5,Friday
221,Train Station,JR Iidabashi Station (JR 飯田橋駅),Rail Station,Bar,Acid Panda Cafe,Night Club,3,8,10,Sunday
222,Train Station,Shimo-Kitazawa Station (下北沢駅),Rail Station,Electronics Store,Yodobashi Camera (ヨドバシカメラ 新宿西口本店),Computers and Electronics Retail,3,10,11,Wednesday
223,Train Station,Kyodo Station (OH11) (経堂駅),Rail Station,Medical Center,下田歯科医院,Dentist,2,7,8,Monday
224,Convenience Store,ローソン,Convenience Store,Shrine,Kanda Myojin Shrine (神田明神),Wedding Hall,4,0,2,Saturday
225,Shrine,Kanda Myojin Shrine (神田明神),Wedding Hall,Subway,Nogizaka Station (C05) (乃木坂駅),Rail Station,2,2,2,Saturday
226,Subway,Hibiya Line Ebisu Station (H02) (日比谷線 恵比寿駅),Metro Station,Train Station,Ebisu Station (恵比寿駅),Rail Station,2,3,4,Wednesday
227,Food & Drink Shop,東館,Grocery Store,Stadium,Ajinomoto Stadium (味の素スタジアム),Stadium,1,7,8,Saturday
228,Government Building,Shinagawa City Office (品川区役所),City Hall,Food & Drink Shop,文化堂戸越銀座店,Grocery Store,2,10,12,Sunday
229,Convenience Store,Three-F (スリーエフ 戸越4丁目店),Convenience Store,Stadium,Ajinomoto Stadium (味の素スタジアム),Stadium,1,22,23,Friday
230,Train Station,Ōizumi-gakuen Station (SI11) (大泉学園駅),Rail Station,Food & Drink Shop,Life (ライフエクストラ 大泉学園駅前店),Grocery Store,1,6,7,Saturday
231,Event Space,Mercedes me Tokyo,Event Space,Office,Sony Music Entertainment Inc. (ソニー・ミュージックエンタテインメント 乃木坂),Office,2,8,8,Sunday
232,Office,Togeki Building (東劇ビル),Office Building,Office,Togeki Building (東劇ビル),Office Building,4,8,9,Sunday
233,Hobby Shop,animate (アニメイト),Retail,Subway,Suehirocho Station (G14) (末広町駅),Metro Station,4,8,9,Sunday
234,Train Station,Inadazutsumi Station (稲田堤駅),Rail Station,Food & Drink Shop,Keio Store (京王ストア 稲田堤店),Grocery Store,4,10,10,Monday
235,Food & Drink Shop,Keio Store (京王ストア 稲田堤店),Grocery Store,Coffee Shop,焙煎珈琲SEN,Café,4,8,9,Friday
236,Other Great Outdoors,,,Shrine,住吉神社,Shrine,4,18,19,Wednesday
237,Scenic Lookout,,,Park,都立城南島ふ頭公園,Park,2,13,14,Thursday
238,Train Station,Kami-itabashi Station (TJ07) (上板橋駅),Rail Station,Food & Drink Shop,7-Eleven (セブンイレブン 板橋南常盤台1丁目店),Convenience Store,2,7,8,Saturday
239,Japanese Restaurant,せんねんそば中板橋店,Soba Restaurant,Miscellaneous Shop,寿堂紙製品工業株式会社,Miscellaneous Store,3,3,3,Wednesday
240,Shrine,Sarugaku Shrine (猿楽神社),Shrine,Electronics Store,Bic Camera (ビックカメラ 渋谷東口店),Home Appliance Store,4,7,8,Monday
241,Miscellaneous Shop,AssistOn (アシストオン 原宿店),Gift Store,Coffee Shop,モトヤエクスプレス 渋谷文教堂店,Coffee Shop,2,10,11,Saturday
242,Bar,Brasserie & Bar Super Hero,Bar,Train Station,Den-en-chōfu Station (田園調布駅),Rail Station,3,9,11,Sunday
243,Train Station,Shin-maruko Station (TY10/MG10) (新丸子駅),Rail Station,Train Station,Shin-maruko Station (TY10/MG10) (新丸子駅),Rail Station,4,9,10,Wednesday
244,Subway,Nishigahara Station (N15) (西ケ原駅),Rail Station,Bridge,Arakawa Bridge (荒川橋梁),Bridge,1,7,7,Tuesday
245,Moving Target,中里トンネル,Tunnel,Bridge,Arakawa Bridge (荒川橋梁),Bridge,3,7,7,Tuesday
246,Restaurant,Sens & Saveurs,French Restaurant,Park,Shiba Park (芝公園),Park,2,3,4,Sunday
247,Mall,Cross Garden Kawasaki (クロスガーデン川崎),Shopping Mall,Mall,Cross Garden Kawasaki (クロスガーデン川崎),Shopping Mall,1,8,8,Monday
248,Fast Food Restaurant,McDonald's (マクドナルド),Fast Food Restaurant,Toy / Game Store,ゲームショップ紙風船,Retail,1,7,7,Saturday
249,Ramen /  Noodle House,Komoro Soba (小諸そば),Soba Restaurant,Bookstore,Comic Toranoana A (コミックとらのあな 秋葉原店A),Comic Book Store,1,9,10,Monday
250,Coffee Shop,Segafredo Zanetti Espresso,Coffee Shop,Coffee Shop,Segafredo Zanetti Espresso,Coffee Shop,3,5,5,Friday
251,Train Station,Hatsudai Station (KO02) (初台駅),Rail Station,Train Station,Hatsudai Station (KO02) (初台駅),Rail Station,2,5,5,Thursday
252,Parking,Akihabara UDX Parking (秋葉原UDXパーキング),Parking,Toy / Game Store,Craftsmanship Kotobukiya (コトブキヤ 秋葉原館),Toy Store,1,7,9,Monday
253,Miscellaneous Shop,7-Eleven (セブンイレブン 草加花栗北店),Convenience Store,Train Station,Dokkyodaigakumae Station (TS17) (獨協大学前駅),Rail Station,4,9,10,Monday
254,Event Space,GO-SEES 広尾スタジオ,Photography Studio,Building,Aoyama Twin (青山ツイン (新青山ビル)),Business Center,1,1,3,Monday
255,Building,Sunshine City (サンシャインシティ),Shopping Mall,Sandwich Place,Café CROISSANT,Coffee Shop,1,7,8,Friday
256,Medical Center,きむらカイロプラクティック・吉祥寺,Massage Clinic,Electronics Store,Yodobashi-Kichijoji (ヨドバシカメラ マルチメディア吉祥寺),Home Appliance Store,3,9,11,Sunday
257,Electronics Store,東映無線株式会社 テクノハウス東映,Electronics Store,Electronics Store,OLIOSPEC (オリオスペック),Electronics Store,3,10,10,Thursday
258,Café,Parisienne (パリジェンヌ),Café,Hotel,Hotel New Otani Garden Tower (ホテルニューオータニ ガーデンタワー),Hotel,2,13,15,Saturday
259,Convenience Store,Lawson (ローソン 三鷹駅南店),Convenience Store,Convenience Store,Lawson (ローソン 三鷹駅南店),Convenience Store,4,23,0,Friday
260,Food & Drink Shop,ヤマザキYショップ あぽろん,Convenience Store,Subway,Nakano-fujimicho Station (Mb04) (中野富士見町駅),Metro Station,3,21,23,Tuesday
261,Food & Drink Shop,ヤマザキYショップ あぽろん,Convenience Store,Subway,Nakano-fujimicho Station (Mb04) (中野富士見町駅),Metro Station,1,20,21,Thursday
262,Bar,Little Delirium (リトルデリリウム),Gastropub,Subway,Oedo Line Yoyogi Station (E26) (都営大江戸線 代々木駅),Metro Station,2,10,10,Saturday
263,Beer Garden,Forest Beer Garden (森のビアガーデン),Beer Bar,Coffee Shop,Doutor Coffee Shop (ドトールコーヒーショップ),Café,1,6,8,Saturday
264,Subway,Kasai Station (T17) (葛西駅),Rail Station,Mall,,,1,8,9,Friday
265,Italian Restaurant,Spaghetti Pancho (スパゲッティーのパンチョ),Italian Restaurant,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,3,8,9,Thursday
266,Train Station,Nakamurabashi Station (SI07) (中村橋駅),Rail Station,Building,ニューピア竹芝 サウスタワー,Office Building,2,23,0,Monday
267,Light Rail,Yurikamome Shimbashi Station (U01) (ゆりかもめ 新橋駅),Rail Station,Convenience Store,7-Eleven (セブンイレブン 練馬中村3丁目北店),Convenience Store,4,4,6,Thursday
268,Subway,,,Hobby Shop,Hands (ハンズ),Furniture and Home Store,4,6,8,Sunday
269,Arcade,Shinjuku Playland Carnival (新宿プレイランドカーニバル),Arcade,Bar,海の家,Sake Bar,3,11,11,Saturday
270,Subway,Mita Line Hibiya Station (I08) (都営三田線 日比谷駅),Metro Station,Food & Drink Shop,Ito Yokado (イトーヨーカドー 浦和店),Grocery Store,3,10,11,Monday
271,Building,メソニック38MTビル,Office Building,Train Station,Urawa Station (浦和駅),Rail Station,2,9,11,Wednesday
272,Other Great Outdoors,Senzoku Pond (洗足池),Lake,Park,洗足池ボート,Boat Rental,4,2,4,Sunday
273,Building,Sunshine 60 (サンシャイン60),Business Center,Hobby Shop,animate (アニメイト),Comic Book Store,4,1,2,Monday
274,Subway,Shinjuku Line Shinjuku Station (S01) (都営新宿線 新宿駅),Metro Station,Building,アルタ前,Plaza,4,10,10,Tuesday
275,Bar,SMOKE-BAR&GRILL,Yoshoku Restaurant,Mall,Omotesando Hills (表参道ヒルズ),Shopping Mall,1,5,6,Sunday
276,Japanese Restaurant,ビストロ庵GuRi,Bar,Bar,,,4,13,14,Saturday
277,Movie Theater,Toho Cinemas (TOHOシネマズ日劇),Movie Theater,Movie Theater,Toho Cinemas (TOHOシネマズ日劇),Movie Theater,1,6,7,Thursday
278,Medical Center,Toranomon Hospital (虎の門病院),Hospital,Subway,Ginza Line Shibuya Station (G01) (銀座線 渋谷駅),Metro Station,2,4,4,Sunday
279,Food & Drink Shop,Bunkado (文化堂 緑ヶ丘店),Supermarket,Food & Drink Shop,Bunkado (文化堂 緑ヶ丘店),Supermarket,1,7,8,Thursday
280,Office,須山補聴器銀座店,Office,Jewelry Store,WAKO (和光 本店),Jewelry Store,2,6,7,Tuesday
281,Neighborhood,,,Electronics Store,Yodobashi Camera (ヨドバシカメラ マルチメディア川崎ルフロン),Home Appliance Store,4,6,7,Tuesday
282,Train Station,Ikuta Station (OH20) (生田駅),Rail Station,Convenience Store,ローソン,Convenience Store,4,13,14,Thursday
283,Bar,MOGRA (MOGRA 秋葉原),Night Club,Building,Sunshine City (サンシャインシティ),Shopping Mall,2,5,5,Saturday
284,Electronics Store,Yodobashi Camera (ヨドバシカメラ マルチメディア新宿東口),Home Appliance Store,Hobby Shop,Don Quijote (ドン・キホーテ 新宿歌舞伎町店),Discount Store,3,10,10,Thursday
285,Fried Chicken Joint,,,Electronics Store,Yamada Denki (ヤマダ電機 LABI新宿東口館),Electronics Store,2,9,10,Thursday
286,General Entertainment,西池袋将棋クラブ,Arts and Entertainment,Train Station,Asakadai Station (TJ13) (朝霞台駅),Rail Station,3,6,7,Friday
287,Train Station,Asakadai Station (TJ13) (朝霞台駅),Rail Station,Train Station,Kita-Asaka Station (北朝霞駅),Rail Station,1,7,9,Friday
288,Electronics Store,Yodobashi-Akiba (ヨドバシカメラ マルチメディアAkiba),Electronics Store,Mobile Phone Shop,テルルモバイル NEO秋葉原店,Mobile Phone Store,1,3,4,Saturday
289,Subway,Nakagawa Station (B31) (中川駅),Public Transportation,Arcade,アミューズメントパーク・ネバーランド,Arcade,1,3,4,Monday
290,Subway,Urayasu Station (T18) (浦安駅),Rail Station,Subway,Otemachi Station (大手町駅),Rail Station,4,11,11,Thursday
291,Bookstore,Melonbooks (メロンブックス 秋葉原1号店),Comic Book Store,Bookstore,Mandarake Complex (まんだらけ コンプレックス),Retail,1,8,9,Sunday
292,Building,南青山DFビル,Office Building,Office,Midtown Tower (ミッドタウン・タワー),Business Center,3,6,7,Friday
293,Train Station,Takeshita Exit (竹下口),Rail Station,Building,南青山DFビル,Office Building,1,5,6,Monday
294,Subway,Nezu Station (C14) (根津駅),Rail Station,Office,Sea Fort Square (シーフォートスクエア),Business Center,2,4,5,Thursday
295,Sporting Goods Shop,OSHMAN'S 二子玉川店,Sporting Goods Retail,Historic Site,二ヶ領用水久地円筒分水,Historic and Protected Site,2,3,4,Friday
296,Building,テレビ東京天王洲スタジオ,TV Station,Other Great Outdoors,品川宿場通り南会,Shopping Mall,4,11,12,Friday
297,Japanese Restaurant,Sukiya (すき家 鮫洲試験場前店),Restaurant,Food & Drink Shop,AEON Style (イオンスタイル品川シーサイド),Grocery Store,2,1,2,Sunday
298,Subway,Shiodome Station (汐留駅),Rail Station,Subway,Roppongi Station (六本木駅),Metro Station,3,10,11,Sunday
299,Music Venue,秋葉原ペンタゴン,Rock Club,Music Venue,秋葉原ペンタゴン,Rock Club,1,9,9,Monday
300,Food & Drink Shop,八百梅,Fruit and Vegetable Store,Food & Drink Shop,八百梅,Fruit and Vegetable Store,4,11,12,Tuesday
301,Government Building,東京板橋警察署,Police Station,Train Station,Takeshita Exit (竹下口),Rail Station,1,0,0,Monday
302,Bar,東方見聞録新宿オムニクス店,Sake Bar,Bar,新宿っ子居酒屋 とととりとん,Sake Bar,1,11,13,Friday
303,Mall,Lazona Kawasaki Plaza (ラゾーナ川崎プラザ),Shopping Mall,Train Station,Kawasaki Station (川崎駅),Rail Station,3,5,6,Sunday
304,Electronics Store,Yodobashi-Kichijoji (ヨドバシカメラ マルチメディア吉祥寺),Home Appliance Store,Train Station,Kichijōji Station (吉祥寺駅),Rail Station,2,5,6,Friday
305,Department Store,Isetan (伊勢丹 新宿店),Department Store,Burger Joint,BLACOWS (ブラッカウズ),Burger Joint,2,7,8,Friday
306,Subway,Kudanshita Station (九段下駅),Rail Station,Ramen /  Noodle House,Marugame Seimen (丸亀製麺),Udon Restaurant,1,7,8,Thursday
307,Mall,i-Garden Terrace (飯田橋アイガーデンテラス),Shopping Mall,Mall,港北TOKYU S. C.,Shopping Mall,4,9,10,Wednesday
308,Light Rail,Shin Seibijō Station (MO09) (新整備場駅),Rail Station,Office,Tokyo Ryutsu Center (東京流通センター),Fuel Station,2,3,4,Wednesday
309,Train Station,JR Ōsaki Station (JR 大崎駅),Rail Station,Building,ThinkPark Tower,Business Center,4,9,11,Wednesday
310,Airport,Tokyo International (Haneda) Airport (HND) (東京国際空港 (羽田空港)),Airport,Train Station,JR Kamata Station (JR 蒲田駅),Rail Station,2,12,12,Tuesday
311,Train Station,JR Kamata Station (JR 蒲田駅),Rail Station,Spiritual Center,太田神社,Shrine,4,9,11,Monday
312,Convenience Store,FamilyMart (ファミリーマート 上作延店),Convenience Store,Convenience Store,FamilyMart (ファミリーマート 上作延店),Convenience Store,3,0,0,Tuesday
